model,MAE,RMSE,MAPE,sMAPE,topic_id
"SARIMA(1,1,1)(1,0,1,52)",144.09864052648695,177.76832467953838,78.25511538011963,132.03566880397779,3
Prophet,166.671499938077,198.18648434937833,96.85835041448975,187.9776139857786,3
XGBoost-lag8,155.67967648506163,192.8788305412093,82.34571723696347,150.9758768262795,3
LSTM,155.03258684666488,188.4899592866238,86.58327486180511,154.71872163314907,3
Naive,229.4,300.6103790623338,63.37935048031618,98.29759199877823,4
MA(4),265.65,329.1081319262713,79.56835712773739,134.6383971928646,4
"ARIMA(1,1,1)",257.0483871243204,322.19378798917194,75.73393091570206,125.09184546443515,4
"SARIMA(1,1,1)(1,0,1,52)",256.7820035418813,321.9925143167732,75.61029409217328,124.7993107810715,4
Prophet,291.4261047377924,350.9348975748035,90.71672052815791,166.92781500212857,4
XGBoost-lag8,248.02893829345703,321.49149972515823,69.08393154430162,112.74877742033891,4
LSTM,277.2774806829726,338.54628780944773,84.77170496114097,148.71555853375176,4
Naive,71.4,106.92333702237319,58.06279893184082,91.0816187746077,5
MA(4),83.9,115.6453630717635,80.85475603410124,138.98385509984897,5
"ARIMA(1,1,1)",85.28379020246777,116.44492789517534,84.10887482778489,147.04153222940005,5
"SARIMA(1,1,1)(1,0,1,52)",85.33780705118029,116.57248600214862,84.11543379641418,147.13609383671,5
Prophet,88.75928628237725,119.47598933422903,89.16006681117432,162.50758576435857,5
XGBoost-lag8,88.90250234603882,118.8698838545239,90.23883359399848,165.9654854277159,5
LSTM,85.26274041163934,115.95958477654926,84.37820266431585,150.7794238955696,5
Naive,100.2,145.79917695240945,61.09768002774475,95.62847819801462,6
MA(4),121.7,161.33273071512798,87.23517625910375,156.28823378286427,6
"ARIMA(1,1,1)",122.92397748882176,162.04480916730836,88.42346293873958,160.67529065552836,6
"SARIMA(1,1,1)(1,0,1,52)",123.37899008134188,162.2873788803956,88.8125078785911,162.45854017570832,6
Prophet,126.50120712306179,165.16772151686112,92.88367874481838,174.05906476504973,6
XGBoost-lag8,123.66468796730041,161.6314533846461,89.51661522831873,164.76671594593412,6
LSTM,113.29681076567688,155.20496476252393,74.89551328897544,129.82759743347222,6
Naive,126.8,151.24417344149163,91.59072693279478,169.5914749546587,7
MA(4),129.05,153.1354384197205,93.95583498294626,177.54375533751747,7
"ARIMA(1,1,1)",128.95734794324494,153.04414921376036,93.84592858582475,177.18096129987134,7
"SARIMA(1,1,1)(1,0,1,52)",128.87010866669684,152.95579430277212,93.77583883073554,176.92982042564438,7
Prophet,132.20710460932798,155.77405315769414,97.30253211865015,189.56655690112652,7
XGBoost-lag8,129.60744695663453,153.93454840498504,94.50050474147908,179.40613924768945,7
LSTM,129.68191750953102,153.84874200842995,94.52482138314726,179.54497368906715,7
Naive,31.0,44.10668883514155,89.92833412434742,68.14665261144135,8
MA(4),44.65,58.778078396626746,67.96479859760859,117.53964687457812,8
"ARIMA(1,1,1)",47.722527995000505,61.490360332312115,76.89348003715264,136.9729113706529,8
"SARIMA(1,1,1)(1,0,1,52)",48.46757381577231,62.738923240568376,79.24646858230139,136.12456567741887,8
Prophet,51.33550923549468,64.12260114449133,94.97170506113832,181.4083970682816,8
XGBoost-lag8,52.30820301324129,64.95279099377014,97.97379913530617,192.2178036355722,8
LSTM,44.39939623239673,56.966234203489044,76.90358883756787,121.89579664350356,8
Naive,115.2,175.4217774394046,72.87822516643674,123.48919749765864,9
MA(4),123.45,180.94657360668646,87.79520132489654,159.19885996424543,9
"ARIMA(1,1,1)",124.77753146400903,181.89055358322307,90.03471077750721,165.8016651979345,9
"SARIMA(1,1,1)(1,0,1,52)",124.52663436088008,181.80567719515673,89.28899320728101,163.80477291142515,9
Prophet,126.7916393698767,183.43592095597364,93.22943269633632,175.90935371461666,9
XGBoost-lag8,127.29384143352509,183.90958415833668,94.09766304031537,178.6292635357017,9
LSTM,121.65349924353491,181.52139034591423,83.17753373364525,147.63207363820442,9
Naive,32.8,37.72002120890178,72.15250379550582,114.99701132001061,10
MA(4),40.05,44.16970115361887,92.34193854376412,171.80867244336818,10
"ARIMA(1,1,1)",41.348004940456626,45.22435555969506,96.2763975073313,185.80849099652664,10
"SARIMA(1,1,1)(1,0,1,52)",41.3364534051631,45.18615963272101,96.31727742724551,185.90125854578446,10
Prophet,41.20195226474278,45.24329539764434,95.50294774667526,182.92738955999363,10
XGBoost-lag8,39.445258647203445,44.70333587844712,88.20391314252453,162.7743647960719,10
LSTM,38.459585397383236,42.33001154511581,88.84571251296319,161.6614165537684,10
Naive,65.0,88.16235024090498,70.75118387007534,122.59647573851305,11
MA(4),64.0,87.42768440259641,66.57278156580038,115.3673038902241,11
"ARIMA(1,1,1)",65.48244356809244,88.50243565559322,72.80457912759552,126.41738832212313,11
"SARIMA(1,1,1)(1,0,1,52)",65.56787690844911,88.64191064593187,72.6739523102115,126.39219780768927,11
Prophet,68.50437853583021,90.75647685241486,85.51510388173685,154.0125043867112,11
XGBoost-lag8,66.18542356491089,88.22817429438922,74.01316080198758,135.56596537035347,11
LSTM,63.1382975441952,86.82053992585656,63.23424995067012,109.66472092442399,11
Naive,57.2,78.54934754662193,57.19770580296897,89.56963470319634,12
MA(4),70.45,88.66432484376115,84.20391523680998,147.86641700058217,12
"ARIMA(1,1,1)",69.24047337319026,87.91992276030622,81.04942433400669,140.195221234046,12
"SARIMA(1,1,1)(1,0,1,52)",68.67874544238587,87.34382393821501,80.24354897974467,137.8281518126912,12
Prophet,76.49180641252019,93.74711110773991,95.9460369644965,184.83835352888786,12
XGBoost-lag8,70.97690901756286,88.72573405718843,88.17174974148824,159.1314208434441,12
LSTM,56.088018942822224,77.76633004181703,54.87427022765117,85.71044358024083,12
Naive,41.6,52.547121709947156,56.40399637466383,65.53067816663551,13
MA(4),58.5,70.9045132555044,69.08273907137271,113.06560296977715,13
"ARIMA(1,1,1)",40.23679328207466,51.17675546022161,56.243551548569414,62.639078391125594,13
"SARIMA(1,1,1)(1,0,1,52)",54.36810332862278,67.57287594252352,61.0004405180361,97.31866776020237,13
Prophet,70.39600023459286,81.19291167972942,92.923626763461,174.20097818109573,13
XGBoost-lag8,48.969208812713624,60.93428112350523,64.80575278821676,88.07567223332109,13
LSTM,39.14979201655894,49.39437305794548,57.64903518303737,60.70277083774393,13
Naive,198.2,296.52150006365474,75.50992024149544,131.4589891942483,14
MA(4),202.2,299.20995972727917,84.41540379004255,151.18567639257293,14
"ARIMA(1,1,1)",203.94946200536813,300.5554195890224,87.72341303261989,159.93901203478103,14
"SARIMA(1,1,1)(1,0,1,52)",203.75073495932253,300.23631465042064,87.70627983081795,159.79355719037642,14
Prophet,206.90295828708548,302.11476943225153,95.72271446694931,184.0426648370799,14
XGBoost-lag8,205.17698278427125,301.2947951279475,93.63185374333531,176.89742215207895,14
LSTM,196.4658146911779,295.74854749906706,70.76915440320525,122.75077524602891,14
Naive,334.6,398.633415558706,74.1725144215985,120.95331892746412,15
MA(4),378.6,436.2217326085439,87.86419352340171,157.66800399467516,15
"ARIMA(1,1,1)",365.373170523955,416.12088574746366,86.71899815751243,154.3759245162176,15
"SARIMA(1,1,1)(1,0,1,52)",365.57773769659264,416.1240286494663,86.87514845535243,154.9610931726867,15
Prophet,402.45511974525164,457.64395093677314,95.15942953576767,181.74592679279704,15
XGBoost-lag8,340.6050277709961,404.6935199998745,76.19315747998651,125.517919982153,15
LSTM,373.25145504059043,431.09526082602304,86.2895829746619,152.9705583017573,15
Naive,21.8,34.295772334210525,54.53501400560224,74.35100571942677,16
MA(4),25.2,37.4593112590181,62.73338426279603,101.70918936136326,16
"ARIMA(1,1,1)",22.742819194949117,35.26426220367859,55.042701106408096,80.56873742344493,16
"SARIMA(1,1,1)(1,0,1,52)",22.404775937594014,34.91232860659238,54.84802289940427,78.30239372377126,16
Prophet,30.406128832640242,41.30288963030285,93.45106674778278,177.18847679340786,16
XGBoost-lag8,23.565389919281007,35.26806763658125,59.01464684537145,89.61762453348236,16
LSTM,21.649306262663114,34.131993139688085,54.6615272252992,73.41604128013867,16
Naive,43.8,62.34580980306536,46.55444161694161,68.2321399959683,17
MA(4),59.05,75.01108251451915,78.8083858005733,133.84785153573645,17
"ARIMA(1,1,1)",58.76261559804883,74.99564412349916,77.96430621837362,131.6915266130037,17
"SARIMA(1,1,1)(1,0,1,52)",58.47770673097085,74.87283145108157,77.19530368238587,129.84229501635545,17
Prophet,64.62316415990298,79.773605874986,91.84403444640179,170.68563211172102,17
XGBoost-lag8,61.8322957277298,78.77406743029607,79.70125591184113,147.74888800693108,17
LSTM,44.21746153243143,62.87695901392071,46.74609174586132,69.29962359552877,17
Naive,95.2,123.3385584478755,62.15272591226213,93.71346826431571,18
MA(4),115.85,142.27811672917238,82.52753199872353,145.19105913069023,18
"ARIMA(1,1,1)",93.95751087455436,121.88611106097136,62.287210979346376,91.77810936139905,18
"SARIMA(1,1,1)(1,0,1,52)",90.1136920997001,117.44275293046114,62.24763017553021,85.90298207141433,18
Prophet,123.8280874683486,149.1905184271368,93.42115222816908,176.0987020004447,18
XGBoost-lag8,95.34708786010742,123.49734076405947,62.16071655099942,93.958912245451,18
LSTM,106.41291697740947,134.64917927983387,69.47418193239403,116.65677299479569,18
Naive,71.2,83.05179107039173,80.14163010812304,135.82592246919629,19
MA(4),77.7,88.68737226911168,90.07081505406151,164.55831475555775,19
"ARIMA(1,1,1)",76.18218926168186,87.4047562645822,87.72222534940886,157.23979913288605,19
"SARIMA(1,1,1)(1,0,1,52)",76.00572310871954,87.2562454596335,87.45035615799678,156.41465259212896,19
Prophet,82.19543956890679,92.68926530012214,96.89644367674113,188.04826153014406,19
XGBoost-lag8,76.38704319000244,86.63791415408836,89.24184645155069,161.76930793081002,19
LSTM,71.71850652603275,83.48271802027593,81.14579225417471,138.23156970913084,19
