model,MAE,RMSE,MAPE,sMAPE,topic_id
XGBoost-lag8,23.261575028300285,33.69502592634001,74992970.00030282,142.00560212703138,5
LSTM,23.08960511524269,34.347823806826945,60420737.09027214,131.76374602529825,5
Naive,31.75,49.3735759288306,87500056.77690262,112.39562295970016,6
MA(4),31.75,49.08411148223017,93750059.93953851,113.47615648647098,6
"ARIMA(1,1,1)",31.758647244005452,48.839078521652354,99105543.3056256,114.38039317860095,6
"SARIMA(1,1,1)(1,0,1,52)",31.74773100264821,48.910232671421376,96753050.27177331,114.09847376666478,6
Prophet,33.08416799290313,51.45195752601783,37334149.96352289,127.95629687041978,6
XGBoost-lag8,31.992153644561768,49.24924566927081,78758216.82557923,115.96732139422461,6
LSTM,31.742705741209107,49.5238645294321,84004063.960794,111.68690521656335,6
Naive,40.375,71.18198508049632,59.82707111059775,96.99075838251096,7
MA(4),39.4375,70.48492746679959,55.08553083265954,85.22224510037874,7
"ARIMA(1,1,1)",39.68607079143658,70.6791450063764,56.220115483150124,88.0498825860458,7
"SARIMA(1,1,1)(1,0,1,52)",39.573665935717585,70.6013992735928,55.33612589322359,86.62288762943248,7
Prophet,42.86763138140065,72.59579825481309,86.55005991378901,155.80971959767905,7
XGBoost-lag8,38.82467341423035,68.84693761506406,73.78169025805161,88.38942588687806,7
LSTM,39.69073337199854,70.49734254689642,57.75734639248364,91.37251458263644,7
Naive,30.875,50.426927330544345,75.0,150.0,8
MA(4),30.875,50.426927330544345,75.0,150.0,8
"ARIMA(1,1,1)",30.769425233440288,50.29349917852379,5457448.905671627,186.1610158892306,8
"SARIMA(1,1,1)(1,0,1,52)",30.815683167705952,50.35136567351259,3086011.4144962924,191.83599998378548,8
Prophet,31.11277481941555,50.51636457815568,8328745.747797101,200.0,8
XGBoost-lag8,30.752351545728743,50.37624007118805,2311056.067985512,180.6796956279362,8
LSTM,30.898329024090614,50.07748315956642,34558499.445164844,175.03541710797143,8
Naive,22.875,39.43824286146633,50000088.664125726,125.94651413289752,9
MA(4),23.5,40.121689894619344,34375080.48783644,137.83944590062038,9
"ARIMA(1,1,1)",23.385769056834704,40.004480243691425,37078373.90901842,135.514451956204,9
"SARIMA(1,1,1)(1,0,1,52)",23.390792557658653,40.01160518776241,37169733.15357848,135.6071040131261,9
Prophet,23.786142746573926,40.42954589951753,22361753.623915706,145.5179973256353,9
XGBoost-lag8,23.867519453167915,40.53812179487063,63950043.078226425,137.49045500021916,9
LSTM,22.92425704825747,40.20758890436689,34569488.6007254,124.39288389615966,9
Naive,16.125,24.43102535711508,150000078.196497,160.41860502681396,10
MA(4),16.125,25.93260495977988,46875050.21765531,167.04659173707634,10
"ARIMA(1,1,1)",16.15420811813308,26.15474951618251,32426246.898096234,169.04334703751505,10
"SARIMA(1,1,1)(1,0,1,52)",16.123379604094627,26.09256281254769,35914654.10210537,166.7337020766314,10
Prophet,16.138439608049836,26.018118187326078,39561163.56577707,168.3792388630359,10
XGBoost-lag8,15.899530777474865,25.85229733922089,21189590.95952047,188.07590321955075,10
LSTM,16.42942049571759,25.388673028371194,102458884.017235,177.94224010621193,10
Naive,10.0,18.57417562100671,135.78838785735337,75.62437154348919,11
MA(4),11.125,19.562400159489634,108.21354890320407,93.0705359512674,11
"ARIMA(1,1,1)",11.444830748714836,19.916024322109717,95.57977056494306,98.44565637579952,11
"SARIMA(1,1,1)(1,0,1,52)",11.49321620339303,20.028630675416746,94.52109848664614,98.91823384075785,11
Prophet,12.403560300641313,20.8906292856911,76.05837822063465,113.88948893093999,11
XGBoost-lag8,12.364124059677124,21.04729845504246,120.91456762105284,112.43648397525598,11
LSTM,10.541763343068297,18.781570482848586,118.9964162142445,85.08458295577329,11
Naive,22.875,39.48892249732828,84.7081043956044,110.55555555555554,12
MA(4),23.375,40.057770781709756,73.13873626373626,115.81336861834576,12
"ARIMA(1,1,1)",24.49285581155668,40.89026601824525,82.56308272926273,150.16778291232126,12
"SARIMA(1,1,1)(1,0,1,52)",24.300844684997866,40.773005942913315,78.11372599161923,140.9199031221242,12
Prophet,24.874180147695583,41.15001725153013,89.9001305183727,168.5556475152643,12
XGBoost-lag8,24.50971951521933,40.81658547803677,89.19138038026053,163.81030668672932,12
LSTM,24.365743948838645,40.32566834353669,91.35725032365079,170.62367701213148,12
Naive,30.625,42.68049905987511,73.57974340185378,116.13381262847025,13
MA(4),32.875,44.664023553638785,83.93116981307931,153.1122744470537,13
"ARIMA(1,1,1)",33.404953463909784,45.05195663766751,90.8095790838204,169.89112491953566,13
"SARIMA(1,1,1)(1,0,1,52)",33.322989796827194,44.97674543347764,90.1859312742291,168.191601000319,13
Prophet,33.61523632978183,45.213565903377855,94.03000984144239,178.9998438138993,13
XGBoost-lag8,33.62913175392896,45.43985192926309,84.33678068620041,162.65235718330197,13
LSTM,32.91397072907982,44.523021574602815,84.80555723013643,160.27052388259298,13
Naive,19.0,28.71410803072246,100.0,200.0,14
MA(4),18.25,28.223438840793303,88.3811126801281,162.0642920899744,14
"ARIMA(1,1,1)",18.40466829305208,28.315369959289647,90.71926411726314,168.74299505924668,14
"SARIMA(1,1,1)(1,0,1,52)",18.089942739544558,28.152950645681166,84.85108927581423,153.9090988791882,14
Prophet,18.909322742695455,28.496554806335457,98.89906726882765,193.9708591052407,14
XGBoost-lag8,18.496682157739997,28.486403615879812,93.47658975587561,176.533343659354,14
LSTM,18.59814093456542,28.549920943055753,96.08726186085117,185.9438197103184,14
Naive,136.625,216.51991825234,77.85201427864432,89.39183072242353,15
MA(4),146.9375,230.7506771387681,62.19112692792089,103.69607126210414,15
"ARIMA(1,1,1)",137.36286807547663,217.95709489759327,76.19289542196206,89.82449490654373,15
"SARIMA(1,1,1)(1,0,1,52)",137.69858363179182,218.37464436869038,75.80259828149796,90.28044512165359,15
Prophet,158.30506708482582,238.7683344400236,84.4444899358017,151.23643234373174,15
XGBoost-lag8,136.24984741210938,216.52303743774758,65.13185282629394,92.65567031823241,15
LSTM,136.84850645274318,216.8710426194927,78.13869672088833,89.62281518126694,15
Naive,10.25,14.309088021254185,87.5,175.0,16
MA(4),10.0625,14.13108276106258,3125082.3503350206,182.16806953096702,16
"ARIMA(1,1,1)",10.079770284562484,14.148915191149324,2799395.193275502,183.33757431892437,16
"SARIMA(1,1,1)(1,0,1,52)",10.082744191587274,14.150896737067747,2761439.3400201374,183.81385111195615,16
Prophet,10.266522618734781,14.344002349457666,203589.77170124167,199.1570137703036,16
XGBoost-lag8,10.074658775702119,14.11864984652472,4482072.729329514,184.4823383512458,16
LSTM,10.064951883809371,14.112387021310296,3697534.992252312,190.44715304118495,16
Naive,25.75,41.608292442733095,303.65105052605054,122.70271511983535,17
MA(4),25.75,43.89974373501513,159.41680152617656,117.85636668299075,17
"ARIMA(1,1,1)",25.806766448685195,44.12957210889101,148.23904243340672,117.3393548700104,17
"SARIMA(1,1,1)(1,0,1,52)",26.026791798017165,44.34325100759091,154.73461386716335,119.28929911908193,17
Prophet,27.203411232800757,45.944475370217646,97.72032481909397,135.52258907876563,17
XGBoost-lag8,27.042490750551224,45.442207776374,176.9254873230174,127.05108625379111,17
LSTM,25.731946581421358,42.01312353329062,270.09899307441015,122.9540461118769,17
Naive,47.625,76.64610231446868,77.1574959873594,108.30993688296692,18
MA(4),48.0,77.10220489713637,73.0838715892555,110.4143677060621,18
"ARIMA(1,1,1)",48.40163728533644,77.57710336917309,69.41350507259521,112.76114025205044,18
"SARIMA(1,1,1)(1,0,1,52)",48.358490568055394,77.51132801784706,70.39176117999686,112.78034889826336,18
Prophet,49.54109738312981,78.56755475577432,74.89879381831523,132.67884256790006,18
XGBoost-lag8,47.935586869716644,77.2128000388747,59.38814846819427,104.25521044840033,18
LSTM,47.494344681997866,76.35842832990792,81.61352801309724,108.98416867541201,18
Naive,28.5,44.45784520194383,75000053.26279113,109.49042425315074,19
MA(4),30.25,46.30874647407334,37500064.13139556,135.62685572575748,19
"ARIMA(1,1,1)",31.05636673311476,46.944729384514936,24876276.74929201,154.8540636004305,19
"SARIMA(1,1,1)(1,0,1,52)",30.951349708003534,46.85222681427278,26402687.16128815,152.4204055434483,19
Prophet,32.107911800465736,47.94429070096656,7918107.136907606,182.06238882255644,19
XGBoost-lag8,30.046133829280734,46.32667690992644,3885655.654744826,149.3728593572014,19
LSTM,29.9826191768832,46.26513557059766,11737438.89578529,141.9511952554925,19
