model,MAE,RMSE,MAPE,sMAPE,topic_id
LSTM,1.5395942513056093,2.034444489209726,59.66913953948385,63.96774151983533,7
Naive,0.5,1.118033988749895,25.0,50.0,8
MA(4),0.5,1.118033988749895,25.0,50.0,8
"ARIMA(1,1,1)",0.5220355859814017,1.098081698068315,3358694.7156973723,197.0367194447372,8
"SARIMA(1,1,1)(1,0,1,52)",0.542227424965638,1.0832767796148581,6300816.695066397,194.83765008094375,8
Prophet,0.8347705875706166,1.2797422464584018,26162139.043474957,200.0,8
XGBoost-lag8,0.5352044329047203,1.0883696718372535,5280688.7622269485,195.56455132419566,8
LSTM,0.5435705810522007,1.0825326890284714,6532455.529276207,194.52439424116926,8
Naive,2.25,2.8722813232690143,50000030.625,94.76190476190476,9
MA(4),2.5,3.122498999199199,37500041.71875,112.53483358746517,9
"ARIMA(1,1,1)",2.7514934259485972,3.43708330519698,23905250.900125336,135.25296001808672,9
"SARIMA(1,1,1)(1,0,1,52)",2.7853344987846382,3.4797497776509547,25546197.042807285,136.06745099802973,9
Prophet,2.54878882009216,3.192678565618488,26386548.982726827,123.96004722263866,9
XGBoost-lag8,2.711036717053503,3.3876400849928516,21133257.145146087,146.19922991797003,9
LSTM,2.9785306910749485,3.7462543377948885,18937211.136597432,164.23763840254665,9
Naive,1.0,1.5,50.0,100.0,10
MA(4),1.0,1.5,50.0,100.0,10
"ARIMA(1,1,1)",1.0004953368410505,1.4499859081492101,3886085.5952857705,191.486491035579,10
"SARIMA(1,1,1)(1,0,1,52)",1.0014407945182788,1.4530422249046269,3740880.7972470312,191.9815892377896,10
Prophet,0.9828071428496364,1.1601033765702904,36040587.30492982,140.6399565382645,10
XGBoost-lag8,1.0226345312548801,1.4451355162946156,6371560.799559753,192.33424051753485,10
LSTM,1.0003667257809938,1.416933075520892,5547952.760864653,141.45248150725453,10
Naive,2.375,3.020761493398643,71.875,75.0,11
MA(4),2.5,3.3166247903554,60.15625,78.7719298245614,11
"ARIMA(1,1,1)",2.4760517543409835,3.2632429714809263,61.80335099581165,78.06236728068316,11
"SARIMA(1,1,1)(1,0,1,52)",2.482770113509102,3.278077678755749,60.2782980378072,78.28071349436006,11
Prophet,2.5279767227741523,3.452080383044735,53.050989904995035,77.62417347658476,11
XGBoost-lag8,2.776918977499008,3.5576769805565447,68.59179350237052,94.12015748277118,11
LSTM,2.5400215988643797,3.3498137671847443,62.15022292724575,97.40177172131159,11
Naive,0.75,1.118033988749895,50.0,100.0,12
MA(4),0.75,0.9682458365518543,12500040.625,168.88888888888889,12
"ARIMA(1,1,1)",0.7436583490184823,0.872987477768208,22705793.732980847,149.25101625093941,12
"SARIMA(1,1,1)(1,0,1,52)",0.7281269142705848,0.8595217327051506,21445506.452490635,149.14839127059517,12
Prophet,0.8459992252293775,1.0936663988212045,14408472.563002532,173.57133306709628,12
XGBoost-lag8,0.777058944106102,0.9146319289822881,29811300.764293782,143.26852608685132,12
LSTM,0.9271984299732156,1.190121373275644,26491501.689038284,150.58020447993368,12
Naive,0.875,1.1726039399558574,62.5,125.0,13
MA(4),0.8125,1.0,9375050.0,158.8888888888889,13
"ARIMA(1,1,1)",0.8329530106273877,1.056426906599511,5981770.670522451,171.43714765807186,13
"SARIMA(1,1,1)(1,0,1,52)",0.8387986586658847,1.056199932138625,6615195.905870095,171.43836885155125,13
Prophet,0.8366383949356352,1.0742758223610074,6412354.710598894,171.98781503943712,13
XGBoost-lag8,0.8507443259004503,1.0913334333512739,5829080.467826838,174.97608290028293,13
LSTM,0.7467272421313984,0.9982850228038523,2386512.723653602,118.02079976556215,13
Naive,1.625,1.9685019685029528,75000081.25,92.5,14
MA(4),1.25,1.4142135623730951,56250054.6875,87.45959922430511,14
"ARIMA(1,1,1)",1.0658317842190725,1.3940574434561712,11319764.153957883,119.70943980547106,14
"SARIMA(1,1,1)(1,0,1,52)",1.1595382464558792,1.4928230248054501,8775238.806175033,136.66317394989522,14
Prophet,1.6832276234759618,2.079495764328335,3483896.7569113215,196.66074134518658,14
XGBoost-lag8,1.3952010232023895,1.704893935651418,13237333.341814283,168.8507308431557,14
LSTM,1.278442233379302,1.6572516489666709,1160907.0036654396,120.99340053252443,14
Naive,4.625,5.5565276927232174,55.79274891774892,89.25213675213675,15
MA(4),4.625,5.5565276927232174,55.79274891774892,89.25213675213675,15
"ARIMA(1,1,1)",4.948282076737122,5.828345525934574,62.95396628500686,101.70008070412034,15
"SARIMA(1,1,1)(1,0,1,52)",4.932402167163276,5.803638323009106,62.77773768792589,101.25158824444836,15
Prophet,6.183068575944586,6.91083896563769,90.0771602636804,165.5894426353827,15
XGBoost-lag8,6.513178158435039,7.209936021804353,97.3316480202683,186.6577030510924,15
LSTM,4.474701239966459,5.256373462794142,63.025508117296546,87.31991010457399,15
Naive,0.375,0.7905694150420949,25.0,50.0,16
MA(4),0.375,0.7905694150420949,25.0,50.0,16
"ARIMA(1,1,1)",0.46605889697378144,0.7187828320320229,13827904.335614422,187.80703949986778,16
"SARIMA(1,1,1)(1,0,1,52)",0.468831911979377,0.7207890068532667,14074417.97308929,187.8078314248309,16
Prophet,0.7313582615411396,1.036860846403619,25385891.62902882,200.0,16
XGBoost-lag8,0.5200736047700047,0.7382440772295775,20017947.197488043,185.3827909956014,16
LSTM,0.46434769798174746,0.7652790382558572,15632879.414262965,132.55531968109668,16
Naive,2.375,2.622022120425379,150000015.625,120.23809523809523,17
MA(4),2.375,2.8939592256975564,50000038.541666664,163.21428571428572,17
"ARIMA(1,1,1)",2.401163723708937,3.060896222641376,37050267.20626288,173.02379990114875,17
"SARIMA(1,1,1)(1,0,1,52)",2.3225648381634674,2.95156228659085,34804144.93959154,170.49803696540638,17
Prophet,2.2164225862571216,2.9457135804379004,25135067.673313867,170.30220972469792,17
XGBoost-lag8,2.7596086603589356,3.555108012773176,45371646.79581241,190.74583350100986,17
LSTM,2.501888143962971,3.3642180488721247,30960009.251116116,158.2490446179368,17
Naive,1.5,2.1213203435596424,75.0,150.0,18
MA(4),1.25,1.8027756377319946,12500048.75,125.45454545454547,18
"ARIMA(1,1,1)",1.3311174571721256,1.8993407500937065,8192510.9449923765,144.94971680513063,18
"SARIMA(1,1,1)(1,0,1,52)",1.3631825808501552,1.9426907035042529,6174062.605084378,154.5972073161424,18
Prophet,1.0164737385645366,1.5720049662063678,15569336.796971407,95.02760993526095,18
XGBoost-lag8,1.2544992144685239,1.9249264254455116,11394441.639070245,147.59430075099016,18
LSTM,1.3477811679250573,1.9496641505908208,8117415.45792401,155.03418857523198,18
Naive,0.875,1.2747548783981961,50.0,100.0,19
MA(4),0.875,1.2747548783981961,50.0,100.0,19
"ARIMA(1,1,1)",0.874802313631867,1.1519480791748147,9532956.697581496,178.90573948318016,19
"SARIMA(1,1,1)(1,0,1,52)",0.8753061744883446,1.1589552959123146,9016034.308339149,180.0011894418793,19
Prophet,0.8870817866137414,1.2164090840411128,6244328.342621638,187.2088063311252,19
XGBoost-lag8,0.914337458088994,1.2031192409714206,10686824.016776867,183.35086252741175,19
LSTM,0.8389969487515927,1.1051009862382533,10919376.304769622,145.5838837978805,19
