model,MAE,RMSE,MAPE,sMAPE,topic_id
Prophet,1.4766610603508412,1.6807450573467602,90533465.62337483,107.89805720332213,4
XGBoost-lag8,1.3558916747570038,1.5368558141272253,83450687.19233051,105.93460249292679,4
LSTM,1.3460144071535718,1.986609628121223,94098676.00509055,72.64183237752562,4
Naive,0.875,0.9354143466934853,50000018.75,125.0,5
MA(4),0.875,0.9354143466934853,50000018.75,125.0,5
"ARIMA(1,1,1)",0.8747625616727073,0.9273615049502724,45441694.86166886,129.30572140241085,5
"SARIMA(1,1,1)(1,0,1,52)",0.9051423761884624,0.9781642478419471,49076307.2596207,129.49946608195884,5
Prophet,0.8243452547106603,0.8822753884844057,49560640.638684504,121.5032767033459,5
XGBoost-lag8,1.032119607552886,1.1074693718202762,43092387.99623503,153.24363057970226,5
LSTM,1.1038816844851205,1.4513367743571566,24260887.47228909,132.56186279397417,5
Naive,0.75,0.8660254037844386,75.0,150.0,6
MA(4),0.375,0.4330127018922193,18750018.75,71.42857142857142,6
"ARIMA(1,1,1)",0.37917019090359455,0.4335974245151956,18586089.511829767,72.19112823298194,6
"SARIMA(1,1,1)(1,0,1,52)",0.3480873059683567,0.4303827065149191,18584617.70995417,68.81512742779012,6
Prophet,0.7143988120684355,0.7648981348041354,8916745.790121851,155.89065166233974,6
XGBoost-lag8,0.28658439218997955,0.36355633910454316,13806593.368820846,66.48111383517502,6
LSTM,0.6961851374789922,0.9024203719363124,69.61851374789923,80.99064323480447,6
Naive,1.0,1.3228756555322954,62.5,125.0,7
MA(4),1.0,1.3228756555322954,62.5,125.0,7
"ARIMA(1,1,1)",0.919234213817587,1.1117324764084873,11044332.418059574,156.42687847464674,7
"SARIMA(1,1,1)(1,0,1,52)",0.8899409455922769,1.0334223497767299,16549580.756076286,142.30707865003527,7
Prophet,1.1249787526705526,1.4064075397201796,6682768.683873149,198.086347844045,7
XGBoost-lag8,0.7266301698982716,0.9947401463715482,13236702.001019567,124.5287184939614,7
LSTM,0.8740495418875792,1.1202451090556007,10573725.488599926,149.94476391760426,7
Naive,0.125,0.3535533905932738,12.5,25.0,8
MA(4),0.125,0.3535533905932738,12.5,25.0,8
"ARIMA(1,1,1)",0.1730504332739879,0.3364440568356166,5600614.774795024,197.00817506620032,8
"SARIMA(1,1,1)(1,0,1,52)",0.19195911091114842,0.3336423639002159,7775175.074004423,196.02609732309196,8
Prophet,0.469411839003485,0.5727898074636099,30344255.746333323,200.0,8
XGBoost-lag8,0.17161491233855486,0.3366373689928136,5438418.162582861,197.07418781543322,8
LSTM,0.1680371572343472,0.3401850353266363,4946973.842060788,197.5529399318251,8
Naive,0.5,0.8660254037844386,37.5,75.0,9
MA(4),0.5625,0.75,15625029.6875,174.44444444444446,9
"ARIMA(1,1,1)",0.6421990154045518,0.7098354847453329,36674315.26620003,150.9807954615375,9
"SARIMA(1,1,1)(1,0,1,52)",0.616615013577817,0.6962988521528961,32487902.63357301,153.37871879491664,9
Prophet,0.6468383233567906,0.7550637135566907,41627705.47085272,144.7223255465237,9
XGBoost-lag8,0.6521543338894844,0.7326366662958879,33002918.362908065,161.15069690294015,9
LSTM,0.9099894063870504,1.1347879845941604,40998978.13870504,175.0,9
Naive,0.0,0.0,0.0,0.0,10
MA(4),0.0,0.0,0.0,0.0,10
"ARIMA(1,1,1)",0.07632227790981817,0.07633549169922596,7632227.790981818,200.0,10
"SARIMA(1,1,1)(1,0,1,52)",0.06827285337873032,0.06831373675026961,6827285.337873033,200.0,10
Prophet,0.6227380659902613,0.63379727066654,62273806.599026136,200.0,10
XGBoost-lag8,0.1372937113046646,0.1372937113046646,13729371.130466461,200.0,10
LSTM,0.29326465626850723,0.3203023765191616,29326465.626850724,200.0,10
Naive,0.125,0.3535533905932738,6.25,8.333333333333332,11
MA(4),0.375,0.5,29.6875,36.36363636363637,11
"ARIMA(1,1,1)",0.14867315070957365,0.3625564824108473,8.470148551093981,10.69487089456905,11
"SARIMA(1,1,1)(1,0,1,52)",0.14446454412999338,0.3475692489442453,8.321274138406018,10.279735291736609,11
Prophet,0.22084259151746966,0.3858621979981257,15.545206851288112,17.938822839087624,11
XGBoost-lag8,0.4670930430293083,0.6747316197757813,37.43364289402962,36.623459534605786,11
LSTM,0.41179708855305275,0.6020687465170536,34.081768614832754,30.157437248795826,11
Naive,0.125,0.3535533905932738,12.5,25.0,12
MA(4),0.3125,0.3535533905932738,21875009.375,190.0,12
"ARIMA(1,1,1)",0.4726852738421803,0.47344585046560655,40692433.245619655,183.9233291672758,12
"SARIMA(1,1,1)(1,0,1,52)",0.4831877008598692,0.4865922651816219,42608905.84878258,182.39998892102892,12
Prophet,0.22077569573440442,0.2788634185388191,15806023.071186487,183.3716934699149,12
XGBoost-lag8,0.5286179576069117,0.5679107314606145,46377667.004510015,183.7548371686573,12
LSTM,0.406687707561607,0.5510921115697329,28168783.2561607,150.0,12
Naive,0.25,0.7071067811865476,12.5,25.0,13
MA(4),0.25,0.7071067811865476,12.5,25.0,13
"ARIMA(1,1,1)",0.35521830671542093,0.669475203522977,12315320.146505984,196.65314469384924,13
"SARIMA(1,1,1)(1,0,1,52)",0.38808507283458915,0.7053546022886006,14480872.713224724,198.69051103539775,13
Prophet,0.3139738003149246,0.6798957216984661,7605856.642809216,197.69451448479515,13
XGBoost-lag8,0.33431452023796737,0.6704935260829462,10069044.882061984,196.9261826624364,13
LSTM,0.2795321465386339,0.6707333546281145,4344577.763098556,147.3640013941766,13
Naive,0.5,0.8660254037844386,37.5,75.0,14
MA(4),0.6875,0.75,46875014.0625,143.50649350649348,14
"ARIMA(1,1,1)",0.5907145765835942,0.7037107388111519,24818421.5719987,161.76462282401855,14
"SARIMA(1,1,1)(1,0,1,52)",0.5946333046028973,0.7534744815703256,24445666.967802454,163.3342869374186,14
Prophet,0.7904377909312266,1.0420834136153199,19488976.1488593,200.0,14
XGBoost-lag8,0.4936472615227103,0.677370286709476,13522500.506200083,164.7413573911681,14
LSTM,0.699734741351526,0.8687580886595896,33392875.111231778,141.83846702960707,14
Naive,0.125,0.3535533905932738,12.5,25.0,15
MA(4),0.125,0.3535533905932738,12.5,25.0,15
"ARIMA(1,1,1)",0.23926541420241065,0.33189553666653954,13328726.133467235,193.39622580535848,15
"SARIMA(1,1,1)(1,0,1,52)",0.257630707567592,0.33287005078763326,15824991.897519156,191.49539800029888,15
Prophet,0.17079161199170823,0.306001649728065,6631711.603154281,192.9478291670887,15
XGBoost-lag8,0.26326062716543674,0.3525675561670193,15659021.449889801,193.60582324788922,15
LSTM,0.5273702917918592,0.6826386076899283,49990923.54243304,178.08497546193937,15
Naive,0.25,0.5,25.0,50.0,16
MA(4),0.25,0.5,25.0,50.0,16
"ARIMA(1,1,1)",0.307763459978586,0.4513263667174913,8787974.58898297,189.24946281693664,16
"SARIMA(1,1,1)(1,0,1,52)",0.3166408910838476,0.4487764539528521,9977362.10304165,188.29793888998654,16
Prophet,0.5290558992353593,0.7260052251812787,18767674.179953914,200.0,16
XGBoost-lag8,0.37659434974193573,0.4330244425022662,18989171.131572872,179.79644249998842,16
LSTM,0.17788887931539787,0.3621262950281103,5299282.736287229,124.24146009479524,16
Naive,0.75,0.8660254037844386,62500006.25,133.33333333333334,17
MA(4),0.5625,0.75,15625029.6875,174.44444444444446,17
"ARIMA(1,1,1)",0.6257700213794097,0.7093627687305499,30978667.28044628,157.23119425999366,17
"SARIMA(1,1,1)(1,0,1,52)",0.5326622389112528,0.6810356447644937,29099419.498771768,146.66621592841628,17
Prophet,0.41717027915602584,0.5239680529479938,20968638.08445511,142.4574632802309,17
XGBoost-lag8,0.614869050681591,0.7472879299676171,21434454.55681123,175.31936983885856,17
LSTM,0.680278138157103,0.8884807137618586,21319824.584137097,165.36481757076265,17
Naive,0.75,0.8660254037844386,75000000.0,150.0,18
MA(4),0.375,0.4330127018922193,18750018.75,180.0,18
"ARIMA(1,1,1)",0.3512918425235124,0.4354329714606049,15206146.397511609,183.12015169423805,18
"SARIMA(1,1,1)(1,0,1,52)",0.36043975021141667,0.4378012330653676,16279577.49878495,182.68677296462218,18
Prophet,0.524279121915733,0.5665269698552531,45710286.435462326,157.9961597153662,18
XGBoost-lag8,0.34244794584810734,0.4444957778038038,14290390.560309961,183.2087003075317,18
LSTM,0.420586504615208,0.5427187307113714,17349684.53499698,198.86037176263773,18
Naive,0.125,0.3535533905932738,12.5,25.0,19
MA(4),0.125,0.3535533905932738,12.5,25.0,19
"ARIMA(1,1,1)",0.26524367230584583,0.33648691400927866,16361333.8861684,192.12454220744235,19
"SARIMA(1,1,1)(1,0,1,52)",0.2563960635824725,0.3341775207318962,15346657.109957956,192.49665333776278,19
Prophet,0.206128250299287,0.38365566007526963,7557290.301265055,200.0,19
XGBoost-lag8,0.24798481515608728,0.32753484285709766,14983727.329897322,191.15839885659776,19
LSTM,0.26953254862357634,0.3900601402971352,15572389.797205167,170.89135251789102,19
