term,recent_count,baseline_mean,baseline_std,z_score,spike_ratio,weeks_seen,first_seen
short,25.0,2.55,2.07,7.32,7.05,11,2020-12-28
beach,12.0,1.25,0.5,7.17,5.33,4,2020-12-28
donation,8.0,1.0,0.0,7.0,4.0,1,2021-01-18
charity,11.0,1.5,0.58,6.02,4.4,4,2021-01-25
flip,20.0,3.25,3.86,3.44,4.71,4,2021-01-11
flop,20.0,3.0,4.0,3.4,5.0,4,2021-01-11
shop,12.0,2.71,2.06,3.04,3.23,7,2021-01-04
