model,MAE,RMSE,MAPE,sMAPE,topic_id
Naive,3.75,4.527692569068709,25000048.819444444,100.03246753246754,0
MA(4),3.75,4.527692569068709,25000048.819444444,100.03246753246754,0
"ARIMA(1,1,1)",4.360802312836085,5.146223995710378,14770840.421611812,131.24615871142242,0
"SARIMA(1,1,1)(1,0,1,52)",4.402801671235381,5.182301037915462,14944690.97440309,133.40493478655657,0
Prophet,5.494011099387459,6.410538954794927,4241243.1286755605,189.83624629531565,0
XGBoost-lag8,4.256846480071545,4.941718772137608,13538408.972289316,133.16669592951226,0
LSTM,4.28582564439367,4.952454961383508,17195777.36715737,130.30217692733663,0
Naive,3.25,3.3541019662496847,200000067.85714287,138.48484848484847,1
MA(4),1.6875,2.25,87500021.875,125.15151515151514,1
"ARIMA(1,1,1)",1.530417020400467,2.35053659546132,44116997.79200803,143.05761454730361,1
"SARIMA(1,1,1)(1,0,1,52)",1.5487818665137776,2.391471137440484,40993808.57358068,147.75649563091474,1
Prophet,1.8192481575904167,2.8933690069496176,15424445.124311969,200.0,1
XGBoost-lag8,1.5655303383246064,2.5974340163445135,26339310.13718925,164.68084884216353,1
LSTM,0.9516597603565968,1.3869703884755171,22797052.99376448,115.90695991413966,1
Naive,2.0,2.0,200000000.0,200.0,2
MA(4),1.25,1.25,125000000.0,200.0,2
"ARIMA(1,1,1)",0.185922984503744,0.18680710830785952,18592298.4503744,200.0,2
"SARIMA(1,1,1)(1,0,1,52)",0.1737311696108618,0.17478584452792642,17373116.96108618,200.0,2
Prophet,0.0687222915452381,0.08653881614784874,6872229.154523809,200.0,2
XGBoost-lag8,0.23205692105693743,0.3727085858951986,23205692.105693743,200.0,2
LSTM,0.7895537892669064,1.1031223548823526,78955378.92669064,150.0,2
Naive,1.25,1.4142135623730951,75000015.625,173.33333333333334,3
MA(4),1.0,1.4142135623730951,37500020.3125,184.44444444444446,3
"ARIMA(1,1,1)",0.8083342951336594,1.5408192272211605,8127224.946530997,196.68519297120946,3
"SARIMA(1,1,1)(1,0,1,52)",0.7964979937563589,1.545931054237204,6619699.126473171,197.12883920274658,3
Prophet,0.7906228380945155,1.5754044635089846,4082893.3273592717,199.49128491233094,3
XGBoost-lag8,0.775733636750374,1.5497887023287213,3917420.9669539356,198.57646729729188,3
LSTM,0.762221135096754,1.5743552882060616,1535469.324952563,124.62320147250989,3
Naive,6.5,9.246621004453464,61.204710144927546,97.37955182072828,4
MA(4),5.1875,8.112490369793976,49.13383152173913,63.360442574261874,4
"ARIMA(1,1,1)",6.401001654040235,9.15379180458595,60.301900737103445,94.43429049399809,4
"SARIMA(1,1,1)(1,0,1,52)",6.455317462880761,9.182566233635631,61.32595736237453,96.39587127637996,4
Prophet,5.809824503919003,8.692521007689477,52.188650359035506,77.71225379060198,4
XGBoost-lag8,6.9655090644955635,9.649923729621861,70.52916485276344,117.01722161153141,4
LSTM,6.455118188366256,9.20094635074732,61.42734649500876,96.59073566134524,4
Naive,3.375,4.677071733467427,12500060.0,120.67765567765566,5
MA(4),2.625,4.077376607575022,25000032.5,74.40476190476191,5
"ARIMA(1,1,1)",3.342970228794577,4.648459992074245,13038397.223954871,118.23288517081669,5
"SARIMA(1,1,1)(1,0,1,52)",3.454597541994839,4.797459004556831,8998277.578535078,128.404123018105,5
Prophet,2.9990137427186316,4.464226728106146,19689756.373235542,94.8775606974648,5
XGBoost-lag8,3.766309740487486,5.050496098298034,6725150.571030427,152.08555196069122,5
