model,MAE,RMSE,MAPE,sMAPE,topic_id
"ARIMA(1,1,1)",0.7801159974514662,0.8734099687764539,33324935.747339938,107.06109432068149,5
"SARIMA(1,1,1)(1,0,1,52)",0.7300162939780948,0.8999805863221594,38389267.67264924,101.97499310116962,5
Prophet,0.7840336281078832,0.889459479016863,40435912.508594625,100.94495845949312,5
XGBoost-lag8,0.8261387497186661,0.9676349069880705,28407725.26083812,116.3565456883555,5
LSTM,0.8893570580624834,1.060759487978294,23149735.206381664,128.92519005819386,5
Naive,1.125,1.3693063937629153,50000021.875,131.66666666666663,6
MA(4),1.125,1.5,25000035.9375,157.7777777777778,6
"ARIMA(1,1,1)",1.1253688157169865,1.4154018337949692,37350451.68557256,143.59681809999384,6
"SARIMA(1,1,1)(1,0,1,52)",1.1351340112644328,1.4504334143732918,35449284.86618803,146.31309942427842,6
Prophet,1.3897434529393133,1.8499115706222748,20913391.828040734,190.7288411494032,6
XGBoost-lag8,1.21849125623703,1.489849690248235,49143667.22944155,144.61166641113482,6
LSTM,0.9739144445070158,1.3206822217435015,30340089.199619472,110.63894826957483,6
Naive,0.25,0.5,25.0,50.0,7
MA(4),0.625,0.6614378277661477,56250006.25,157.14285714285714,7
"ARIMA(1,1,1)",0.55645655278288,0.5639440190799498,45488011.024869755,162.7473097541495,7
"SARIMA(1,1,1)(1,0,1,52)",0.4930490715272153,0.49524164966194284,35831913.41432966,168.4536088671253,7
Prophet,0.5591562686111604,0.7119293193143843,22897945.078184918,200.0,7
XGBoost-lag8,0.6700948467478156,0.7953203733773536,55069431.96109198,166.02236250374025,7
LSTM,1.0871766482612903,1.2212549782822235,79825444.65972124,166.72455929963058,7
Naive,0.125,0.3535533905932738,12.5,25.0,8
MA(4),0.125,0.3535533905932738,12.5,25.0,8
"ARIMA(1,1,1)",0.17982525720261,0.33394642366381244,6429509.327934392,196.47886509023306,8
"SARIMA(1,1,1)(1,0,1,52)",0.19437742314606077,0.3284304716076775,8269858.621843925,195.1847346230978,8
Prophet,0.40213302751272373,0.5159016235760238,26195659.27679061,200.0,8
XGBoost-lag8,0.19261860754340887,0.34152218844384125,7626982.678536046,196.76354975537427,8
LSTM,0.15345015787574168,0.33423766953728595,3749354.514679884,146.62673432778203,8
Naive,0.875,1.2747548783981961,50.0,100.0,9
MA(4),0.875,1.0,25000034.375,153.33333333333334,9
"ARIMA(1,1,1)",0.8698979649945189,0.9694904118570291,28353936.28873552,148.1572532871829,9
"SARIMA(1,1,1)(1,0,1,52)",0.8749425957188068,1.0051687424543738,24512031.378290355,154.04016638705036,9
Prophet,0.8666723067030071,0.9490006415833153,33565861.1628443,141.21295287288297,9
XGBoost-lag8,0.7823376357555389,0.9147537822911472,21955410.3813041,145.18554913977354,9
LSTM,0.8410676070266927,1.0542840895519217,15283058.387423815,141.46902413606998,9
Naive,1.0,1.0,100000000.0,200.0,10
MA(4),0.25,0.25,25000000.0,200.0,10
"ARIMA(1,1,1)",0.09250241655460445,0.09403854082735014,9250241.655460445,200.0,10
"SARIMA(1,1,1)(1,0,1,52)",0.09187017634885629,0.09552849579865945,9187017.634885628,200.0,10
Prophet,0.7686825322463973,0.7749080842441863,76868253.22463973,200.0,10
XGBoost-lag8,0.12369411860709079,0.1447255151532328,12369411.860709079,200.0,10
LSTM,0.18968005798349635,0.20466548780828658,18968005.798349634,175.0,10
Naive,1.5,1.7320508075688772,75000045.0,110.71428571428572,11
MA(4),1.125,1.5612494995995996,46875023.4375,104.10256410256412,11
"ARIMA(1,1,1)",1.0348923182479783,1.5671722796242407,39976107.09031675,101.47914994347906,11
"SARIMA(1,1,1)(1,0,1,52)",1.04903275902077,1.5847875488718728,41350942.626640216,101.39597150048449,11
Prophet,1.0079845034757904,1.5692412082231948,30615619.76663128,108.26118513203271,11
XGBoost-lag8,1.0307201817631721,1.482305537421175,34459887.324435115,107.0152955772228,11
LSTM,1.0228910015572557,1.4294865395766079,34966874.59022676,105.89786060327253,11
Naive,0.5,1.118033988749895,25.0,50.0,12
MA(4),0.625,1.0307764064044151,18750020.833333332,186.15384615384616,12
"ARIMA(1,1,1)",0.7221241258522764,0.9973066739182936,33717393.30784484,177.59258935982714,12
"SARIMA(1,1,1)(1,0,1,52)",0.7117917643993805,1.0229134983684955,30437859.593496524,181.87987512974618,12
Prophet,0.5932531499514018,0.9840104584442885,24673776.28817496,171.484810173647,12
XGBoost-lag8,0.7754704542458057,1.0211883812057432,39838329.910200834,176.68897066683405,12
LSTM,0.6671662363168319,1.0911640804507166,23855963.70257004,133.32600515313877,12
Naive,0.125,0.3535533905932738,12.5,25.0,13
MA(4),0.5,0.5,43750006.25,183.33333333333331,13
"ARIMA(1,1,1)",0.23286593331650188,0.3305853174783242,12616985.186444301,193.61363399366928,13
"SARIMA(1,1,1)(1,0,1,52)",0.2423743850147655,0.33067923635510355,13773559.765616007,192.99637011498564,13
Prophet,0.16758978805647937,0.3525030755027284,4524287.873732379,198.96086696281313,13
XGBoost-lag8,0.1664742530992953,0.35246758027311226,4445055.168490647,198.8372146122248,13
LSTM,0.1277737894648623,0.225480098846507,5546984.882479819,85.17243187958462,13
Naive,0.5,0.8660254037844386,37.5,75.0,14
MA(4),0.6875,0.75,46875014.0625,143.50649350649348,14
"ARIMA(1,1,1)",0.5971020582371498,0.708414827016243,25257585.457344174,162.1393389777869,14
"SARIMA(1,1,1)(1,0,1,52)",0.5864613558870085,0.7796763691666605,27916385.57388498,157.865562642065,14
Prophet,0.768630554126351,1.0675317270194302,26953335.631042782,179.84637797107567,14
XGBoost-lag8,0.8273913722950965,1.012071884078817,38249541.49784431,183.4095712470383,14
LSTM,0.4274777469938298,0.7666707834378977,4897173.865818689,92.89330675593315,14
Naive,0.0,0.0,0.0,0.0,15
MA(4),0.25,0.25,25000000.0,200.0,15
"ARIMA(1,1,1)",0.15079701939903625,0.15079769942184745,15079701.939903624,200.0,15
"SARIMA(1,1,1)(1,0,1,52)",0.19235589324673938,0.19235734906230084,19235589.32467394,200.0,15
Prophet,0.15697994254888464,0.17577592364681435,15697994.254888466,200.0,15
XGBoost-lag8,0.15728769823908806,0.17644107806992745,15728769.823908806,200.0,15
LSTM,0.09394122989518455,0.12985947756771601,9394122.989518454,200.0,15
Naive,0.125,0.3535533905932738,12.5,25.0,16
MA(4),0.3125,0.3535533905932738,21875009.375,190.0,16
"ARIMA(1,1,1)",0.23889990139113138,0.33233297778122617,13263896.512377536,193.4816010213154,16
"SARIMA(1,1,1)(1,0,1,52)",0.24548564021408117,0.33260368973322546,14058283.766728153,193.0746053566418,16
Prophet,0.5930732641259713,0.678030034520929,41096639.546539016,200.0,16
XGBoost-lag8,0.3177734473720193,0.3605636452710386,22690645.84446922,189.27534285127967,16
LSTM,0.4506392314217499,0.6452324518874653,32563935.642174993,125.0,16
Naive,1.125,1.541103500742244,62.5,125.0,17
MA(4),1.125,1.541103500742244,62.5,125.0,17
"ARIMA(1,1,1)",1.009447759167234,1.2387983130286513,17815793.335665636,142.38160997721187,17
"SARIMA(1,1,1)(1,0,1,52)",0.9466529698521633,1.1975637737826978,17950848.109569747,136.6831573431571,17
Prophet,0.8072646354907245,1.1748588438633607,4372839.865433918,135.09852101700216,17
XGBoost-lag8,1.0009399126283824,1.2988163303669855,8015896.633461553,159.69710111540266,17
LSTM,1.099563510790431,1.4645476135152402,3866234.6155370325,185.44453023556602,17
Naive,0.75,1.118033988749895,50.0,100.0,18
MA(4),0.75,0.8660254037844386,25000031.25,146.66666666666669,18
"ARIMA(1,1,1)",0.7501334150830575,0.9871081699692607,10729184.944399757,172.67939102894167,18
"SARIMA(1,1,1)(1,0,1,52)",0.7507915284789548,0.9881815262201425,10654832.818349503,173.04907347846438,18
Prophet,0.8088158872748812,0.9119718079425494,31624870.685235247,145.26624385396144,18
XGBoost-lag8,0.7400545570999384,0.9960931764059944,8227980.065475684,176.93960407170545,18
LSTM,0.7424366699110319,1.0428296664954229,4351638.276051684,163.12065445598176,18
Naive,0.125,0.3535533905932738,12.5,25.0,19
MA(4),0.3125,0.3535533905932738,21875009.375,190.0,19
"ARIMA(1,1,1)",0.263010636695669,0.3358014067778649,16108778.43346807,192.207757250807,19
"SARIMA(1,1,1)(1,0,1,52)",0.255104859325606,0.3368452237153396,15047160.695702976,192.99473298068196,19
Prophet,0.24866204678777687,0.3966907905631571,11949008.76741447,200.0,19
XGBoost-lag8,0.2656135014258325,0.37034056069279947,15017242.306288145,196.44809341503003,19
LSTM,0.2348040839181733,0.3470650251787655,13062390.709775146,167.8611441778332,19
