model,MAE,RMSE,MAPE,sMAPE,topic_id
Naive,0.875,1.2747548783981961,50.0,100.0,0
MA(4),0.875,0.9354143466934853,37500026.5625,137.66233766233768,0
"ARIMA(1,1,1)",0.8788036090626661,0.9322446003341043,45506133.177047804,129.62764458876902,0
"SARIMA(1,1,1)(1,0,1,52)",0.8748738341098539,0.9358635571099014,47846382.301507756,126.9683466961932,0
Prophet,1.1777053181557222,1.5140896772844024,21020077.42166067,188.23846109498743,0
XGBoost-lag8,1.019966959953308,1.0589109286051073,50306699.411595985,138.38927027083702,0
LSTM,0.8708397896825282,0.9261013116570662,53422752.615931116,121.88976942937502,0
Naive,0.25,0.7071067811865476,12.5,25.0,1
MA(4),0.25,0.7071067811865476,12.5,25.0,1
"ARIMA(1,1,1)",0.40730332470727093,0.6614459386148329,18404774.02545167,195.16804798858897,1
"SARIMA(1,1,1)(1,0,1,52)",0.46800447229046194,0.6749964931427478,24875380.111936994,194.52372133202135,1
Prophet,0.4458904482395144,0.7568024983345781,19142810.944061704,200.0,1
XGBoost-lag8,0.4487413056194782,0.6515636361866357,23775246.112964116,193.25094144089468,1
LSTM,0.5156338966109322,0.7370284614581101,28676324.259828217,171.10347592713993,1
Naive,0.25,0.5,25.0,50.0,2
MA(4),0.25,0.5,25.0,50.0,2
"ARIMA(1,1,1)",0.3294992727992814,0.4423588549814879,11932248.994580362,186.25954254428254,2
"SARIMA(1,1,1)(1,0,1,52)",0.3137220246479548,0.4299095952946415,10824878.917918392,184.95834412713467,2
Prophet,0.3249302095262467,0.5274831644247268,6463810.147983714,200.0,2
XGBoost-lag8,0.3416425809264183,0.4381219803079985,13746407.5568337,184.51048253103747,2
LSTM,0.3065693577471631,0.4813177320703026,7045685.837641004,194.74962561536128,2
Naive,0.25,0.5,25.0,50.0,3
MA(4),0.25,0.5,25.0,50.0,3
"ARIMA(1,1,1)",0.27836412326938414,0.47603978290573307,4155749.1763930493,194.98770259463157,3
"SARIMA(1,1,1)(1,0,1,52)",0.28873260318273286,0.47444109668904183,5379184.303365735,194.3186237177128,3
Prophet,0.328256764536763,0.5382525365709667,6285611.048952433,200.0,3
XGBoost-lag8,0.28327183425426483,0.470272501390745,4990798.474548012,193.76081163169013,3
LSTM,0.28991779462804224,0.47432884118006013,5491538.278548668,194.34108535150446,3
Naive,0.375,0.7905694150420949,14.583333333333332,20.833333333333332,4
MA(4),0.625,0.7071067811865476,46.875,41.904761904761905,4
"ARIMA(1,1,1)",1.0745367720397272,1.1295351549201356,99.6029481115547,63.19784836394231,4
"SARIMA(1,1,1)(1,0,1,52)",1.040319235453979,1.0927561457095694,95.98440024105386,61.90200080174086,4
Prophet,1.1792412973712425,1.22561670644214,108.27838711506818,66.89290492975613,4
XGBoost-lag8,1.030422106385231,1.0952569714191358,91.58907035986581,61.47450886861792,4
LSTM,1.4986259747402517,1.7539806157586615,116.35719368581294,85.60241549212448,4
Naive,1.0,1.3228756555322954,62.5,125.0,5
MA(4),0.75,0.8660254037844386,37500018.75,100.0,5
"ARIMA(1,1,1)",0.7717626977307779,0.8689559214561606,33633398.49533083,105.86983613971614,5
"SARIMA(1,1,1)(1,0,1,52)",0.8026767147690061,0.9529041882286655,41350642.534062885,101.33054777147228,5
Prophet,0.6915628813698442,0.7866801820152182,32748265.77061028,99.79771022233628,5
XGBoost-lag8,1.1152702848194167,1.2125589231318317,31337386.088096432,172.61347871556686,5
