model,MAE,RMSE,MAPE,sMAPE,topic_id
"SARIMA(1,1,1)(1,0,1,52)",1.4686915836642216,1.9704617179566186,17958769.168031678,90.69060693688662,5
Prophet,1.1018679009140069,1.3500986219758166,19115533.382414386,66.5018446160503,5
XGBoost-lag8,1.777120043989271,2.177820442720087,21064731.845630877,116.76817509275621,5
LSTM,1.309152643173884,2.025371900708425,48.558782324070734,84.46611773385416,5
Naive,1.125,1.3693063937629153,25000034.375,98.33333333333334,6
MA(4),1.25,1.5,18750044.53125,116.13123718386875,6
"ARIMA(1,1,1)",1.2656435066638063,1.5183937450260858,17964258.213534422,118.61078097793568,6
"SARIMA(1,1,1)(1,0,1,52)",1.2754157297071238,1.5590599808700867,15695709.113820352,121.61832200264897,6
Prophet,1.9332394913136723,2.2347546635293867,18152072.031655535,178.87362257496935,6
XGBoost-lag8,1.2333659268915653,1.5673545598637493,9005372.673967667,127.66458423991911,6
LSTM,1.1520843042263564,1.6522343440218996,5216463.998285144,109.25643054727377,6
Naive,0.875,1.0606601717798212,75.0,150.0,7
MA(4),0.875,1.0606601717798212,75.0,150.0,7
"ARIMA(1,1,1)",0.6804531243177694,0.7667350909533269,10770008.510730034,119.81415058850087,7
"SARIMA(1,1,1)(1,0,1,52)",0.6613755187777042,0.7436657845979603,12044629.703814413,113.83974207932445,7
Prophet,1.2793880582980113,1.4252873966382573,9250959.811431095,200.0,7
XGBoost-lag8,0.580428721383214,0.6440443796229878,14892076.572056115,100.11200415251626,7
LSTM,0.5494991131507094,0.7506200946823991,2710687.2340994556,84.50065521306816,7
Naive,0.125,0.3535533905932738,12.5,25.0,8
MA(4),0.125,0.3535533905932738,12.5,25.0,8
"ARIMA(1,1,1)",0.16315330197179778,0.3421738288078077,4328832.474012916,198.02708466803387,8
"SARIMA(1,1,1)(1,0,1,52)",0.20063219455891995,0.33776226382162183,8588218.148296615,196.21076456148586,8
Prophet,0.3226844586952208,0.4774868413138711,17838951.788106263,200.0,8
XGBoost-lag8,0.1758016925305128,0.3356400045405622,5926875.781864952,196.82807285471756,8
LSTM,0.18127696862691764,0.3366845797731437,6483703.002231366,196.7954670248617,8
Naive,1.5,1.8708286933869707,75.0,150.0,9
MA(4),1.25,1.5,12500052.083333334,132.38095238095238,9
"ARIMA(1,1,1)",1.2014164086882155,1.4427407642246701,14663195.694212785,123.15981002718068,9
"SARIMA(1,1,1)(1,0,1,52)",1.2126420805283589,1.4597306931406244,13760484.49350538,125.74375570779426,9
Prophet,1.0793064078823487,1.3152177267734277,17485719.720220357,106.43794732427581,9
XGBoost-lag8,1.2172015570104122,1.4509280436354883,20083374.129273616,125.24068076083132,9
LSTM,1.3061531642845312,1.5452293090979152,16726518.151055478,98.01695152592795,9
Naive,0.0,0.0,0.0,0.0,10
MA(4),0.0,0.0,0.0,0.0,10
"ARIMA(1,1,1)",0.07607977973427019,0.0760912201860921,7607977.973427018,200.0,10
"SARIMA(1,1,1)(1,0,1,52)",0.07085797953648765,0.07089145038888146,7085797.953648764,200.0,10
Prophet,0.62203961408834,0.6278035011985176,62203961.408833995,200.0,10
XGBoost-lag8,0.10578906501177698,0.11383672301310578,10578906.501177698,200.0,10
LSTM,0.19356080143396126,0.25359601381605684,19356080.14339613,175.0,10
Naive,1.625,2.091650066335189,25000036.041666668,106.66666666666667,11
MA(4),1.625,1.9685019685029528,31250038.802083332,104.23902894491131,11
"ARIMA(1,1,1)",1.6254184656344344,2.055198277953948,26785493.37719806,106.03715226389792,11
"SARIMA(1,1,1)(1,0,1,52)",1.6487249904660009,2.077118473838369,27267624.85088977,107.35333954689801,11
Prophet,1.5343736286591407,2.0091022843594892,17771952.365891434,106.24505445131045,11
XGBoost-lag8,1.7506838701665401,2.097805999452853,25427131.709571555,120.19828876791449,11
LSTM,1.7994184711000005,2.157784117940085,40161862.86457101,111.34023732115801,11
Naive,1.0,1.4142135623730951,62.5,125.0,12
MA(4),0.9375,1.25,9375050.520833332,160.59829059829062,12
"ARIMA(1,1,1)",0.8922885857967336,1.1541683900452633,16963865.02766596,137.96267137473964,12
"SARIMA(1,1,1)(1,0,1,52)",0.921808569598715,1.2052733750722593,11811171.516375579,153.3813886333618,12
Prophet,0.8698205192093114,1.204062164080497,5347564.983445815,158.96881813028264,12
XGBoost-lag8,0.8586862944066525,1.180698689354638,16164679.458778352,133.55308274805182,12
LSTM,0.7654023917428896,1.2517698655513612,637824.1501048537,81.11364681127593,12
Naive,0.25,0.7071067811865476,12.5,25.0,13
MA(4),0.4375,0.6614378277661477,21875010.9375,194.44444444444443,13
"ARIMA(1,1,1)",0.358817479211239,0.6689379046948927,12726022.83832572,196.56488368479236,13
"SARIMA(1,1,1)(1,0,1,52)",0.3710248958773778,0.6654326135134754,14197523.16367749,196.1339353887489,13
Prophet,0.32353099135792995,0.6954567035683075,8097534.822487863,198.55420425863622,13
XGBoost-lag8,0.33949051098898053,0.6731816684668782,10637142.849612702,196.83738940987652,13
LSTM,0.22773626483343332,0.5598915462179307,3083626.5610797657,166.24052797120777,13
Naive,0.25,0.5,25.0,50.0,14
MA(4),0.625,0.6614378277661477,56250006.25,157.14285714285714,14
"ARIMA(1,1,1)",0.4714132143267914,0.47966130823032105,31658781.631229505,172.50585619817252,14
"SARIMA(1,1,1)(1,0,1,52)",0.35080069415893256,0.4261405734869757,29331538.550285127,156.95584703506654,14
Prophet,0.6149264011406603,0.752224121013429,36159261.43199302,181.79152650915603,14
XGBoost-lag8,0.42839164938777685,0.534512453589747,20192543.153324444,188.65027877856556,14
LSTM,0.5557585447737413,0.6423042796470034,35913173.77903739,157.55702736963966,14
Naive,0.875,1.3693063937629153,50.0,100.0,15
MA(4),0.875,1.3693063937629153,50.0,100.0,15
"ARIMA(1,1,1)",0.875122321445932,1.2800811817764781,7389326.261110365,181.36399227744184,15
"SARIMA(1,1,1)(1,0,1,52)",0.8762481714643466,1.2654034774544711,8765677.706051722,178.64593400056282,15
Prophet,0.9091991226207413,1.3688805080777509,5805723.083611132,188.61582391637933,15
XGBoost-lag8,0.900596471503377,1.2862960062781643,9815862.372784473,181.63707927368858,15
LSTM,0.8147072333023755,1.1483039345592008,8336403.056072296,148.13337378283128,15
Naive,0.25,0.5,25.0,50.0,16
MA(4),0.375,0.4330127018922193,18750018.75,180.0,16
"ARIMA(1,1,1)",0.3302491191604813,0.4429954194679361,11984062.484394427,186.32856169340505,16
"SARIMA(1,1,1)(1,0,1,52)",0.3360302736534752,0.4417805729468557,12787651.568602901,185.66160660459,16
Prophet,0.4845802388995754,0.5651437482376749,25154170.71578751,193.67514760973813,16
XGBoost-lag8,0.3687930377200246,0.41873114203397904,19882500.497807562,175.8222384097591,16
LSTM,0.2867685418005642,0.3962056007048939,14497473.069600461,145.72801001648568,16
Naive,1.75,1.9364916731037085,75000075.0,95.0,17
MA(4),0.875,0.9682458365518543,18750037.5,102.59740259740259,17
"ARIMA(1,1,1)",0.9775046047145349,1.1024567576411155,12824262.629133796,122.70786664126732,17
"SARIMA(1,1,1)(1,0,1,52)",0.940536049177783,1.0617343485157071,16044954.959490191,116.24738952316231,17
Prophet,0.7924591331250261,0.9592027154510778,5134679.919689356,113.05431284713521,17
XGBoost-lag8,1.1978810150176287,1.3492453371720423,31049682.706048805,130.62503045667884,17
LSTM,1.32729427661563,1.5559563398574257,42853756.84037273,143.50749348453346,17
Naive,0.375,0.7905694150420949,25.0,50.0,18
MA(4),0.625,0.7071067811865476,37500015.625,173.33333333333334,18
"ARIMA(1,1,1)",0.5127979702124004,0.7026312818615421,20700317.46807441,183.08014961463138,18
"SARIMA(1,1,1)(1,0,1,52)",0.4909641568572679,0.71375537908659,17044412.19591515,186.29356970107284,18
Prophet,0.6592873046522861,0.7235354300663478,43215078.07022666,169.96234771822225,18
XGBoost-lag8,0.5957892495207489,1.0448890899147598,33886317.57419035,175.18654314468563,18
LSTM,0.5229369007864652,0.8220282592295265,14717895.645411728,157.13392207939643,18
Naive,0.25,0.5,25.0,50.0,19
MA(4),0.25,0.5,25.0,50.0,19
"ARIMA(1,1,1)",0.3423996720681787,0.438028555721818,13850643.245649502,184.4290659954802,19
"SARIMA(1,1,1)(1,0,1,52)",0.33787260205553815,0.44338908319750825,12917003.694800384,185.82322268426603,19
Prophet,0.33903067251762475,0.519874993258537,8783125.439563576,198.83652621485368,19
XGBoost-lag8,0.3174582361243665,0.4179331286559029,12374933.203082532,181.62175180734246,19
LSTM,0.1945297560913115,0.40251390770367756,88702.29387442481,59.30350164687855,19
