model,MAE,RMSE,MAPE,sMAPE,topic_id
Naive,1.0,1.118033988749895,12500039.583333332,79.16666666666666,0
MA(4),1.375,1.5,6250063.541666666,126.19047619047619,0
"ARIMA(1,1,1)",1.1132217772701383,1.2243373051485855,10651555.412671492,91.47170764239644,0
"SARIMA(1,1,1)(1,0,1,52)",1.1164758144298763,1.2290464120431623,10585484.336768385,91.97821432498657,0
Prophet,1.918368113746415,2.186736674195576,1970121.5732206448,163.85364150698257,0
XGBoost-lag8,1.09568452835083,1.1765715805243235,9546482.542546466,90.35343902805587,0
LSTM,1.0656758467131906,1.1767945747620339,11527803.963518996,86.07670339302787,0
Naive,1.0,1.4142135623730951,25000023.958333332,85.83333333333334,1
MA(4),1.375,1.8200274723201295,6250062.239583333,157.65711412770236,1
"ARIMA(1,1,1)",1.3902431444658387,1.8388901777956173,5129095.788978205,163.60112378819838,1
"SARIMA(1,1,1)(1,0,1,52)",1.3669605061937684,1.8057475274937473,6211435.752754252,157.33345127506576,1
Prophet,1.7307722616973227,2.1553074888058057,13542122.54672896,180.43134797198147,1
XGBoost-lag8,1.3689228929579258,1.811339298309302,6751174.603088791,157.2560494803178,1
LSTM,1.4549876698882538,1.8644667682501523,9018343.914392851,175.98610017615982,1
Naive,0.625,1.0606601717798212,37.5,75.0,2
MA(4),0.6875,0.9354143466934853,15625031.25,178.88888888888889,2
"ARIMA(1,1,1)",0.6657511547912103,0.9730779383935135,10222689.794044813,185.38198905227014,2
"SARIMA(1,1,1)(1,0,1,52)",0.6631035043470039,0.980658322096849,9380432.993798912,186.6204338308263,2
Prophet,0.6882882967655085,1.1175247525058727,2568767.3756591054,199.38393892514884,2
XGBoost-lag8,0.6600645529106259,0.980098445339095,9401563.997608004,185.57126326904148,2
LSTM,0.6805533616733743,1.038572580004052,8248675.589102313,117.31523290673552,2
Naive,0.375,0.6123724356957945,37.5,75.0,3
MA(4),0.375,0.6123724356957945,37.5,75.0,3
"ARIMA(1,1,1)",0.3929005564459418,0.5683095276104029,4678035.468607698,189.27423139261202,3
"SARIMA(1,1,1)(1,0,1,52)",0.39055211238492354,0.5745483703632607,4008988.63811454,190.78781289996328,3
Prophet,0.49077969852002373,0.6790590559957514,8070128.179231567,200.0,3
XGBoost-lag8,0.39246697165071964,0.5722592127927638,4366777.792634163,190.20422696889312,3
LSTM,0.39297437555191406,0.5497902017324839,6017607.971475035,184.99768701456935,3
Naive,2.25,2.958039891549808,53.00595238095238,83.74999999999999,4
MA(4),2.0,2.598076211353316,54.50892857142857,71.23974065150536,4
"ARIMA(1,1,1)",1.8840836392046223,2.4478148433621394,55.21810289279334,65.70526186857366,4
"SARIMA(1,1,1)(1,0,1,52)",1.9433284582471468,2.5286702439752915,54.26145202543202,68.44343060216549,4
Prophet,1.5595336448582677,1.9332628618170233,70.86838167566339,52.89370055570093,4
XGBoost-lag8,2.0967239886522293,2.5794026408013133,72.93464857552732,71.55469047962373,4
LSTM,2.2526047620902396,2.6637609418198185,72.58123622118458,94.54010640779464,4
Naive,1.375,1.8371173070873836,12500039.166666668,83.33333333333333,5
MA(4),1.5625,2.0,9375051.25,103.34839073969508,5
"ARIMA(1,1,1)",1.4631718751493135,1.9112494470314736,11065827.242006449,92.2466835065788,5
