model,MAE,RMSE,MAPE,sMAPE,topic_id
XGBoost-lag8,1.736694436520338,2.072503202328743,5162091.96734149,124.72862563897192,6
LSTM,1.468766306623162,1.8067141612278497,2822398.7324798284,128.49915506173966,6
Naive,0.875,1.2747548783981961,37500015.625,98.33333333333334,7
MA(4),0.9375,1.3228756555322954,28125027.34375,114.18318523581684,7
"ARIMA(1,1,1)",1.0090762872649575,1.4208754385819147,18395610.10649818,136.60331850004593,7
"SARIMA(1,1,1)(1,0,1,52)",1.027106065780146,1.4445270105796932,17428297.74188071,140.94805732634353,7
Prophet,1.5063505609335013,1.939990305221892,16683273.02919706,200.0,7
XGBoost-lag8,1.0100348629057407,1.4693328239140582,16851111.040905118,138.3369201257581,7
LSTM,1.0828873652549946,1.5910336540078682,8109637.785931222,168.0254854325238,7
Naive,0.0,0.0,0.0,0.0,8
MA(4),0.25,0.25,25000000.0,200.0,8
"ARIMA(1,1,1)",0.09456325861050553,0.09471283690372782,9456325.861050554,200.0,8
"SARIMA(1,1,1)(1,0,1,52)",0.08059320876859644,0.0816460962539416,8059320.8768596435,200.0,8
Prophet,0.3560433289777793,0.36072729606822446,35604332.89777793,200.0,8
XGBoost-lag8,0.0706507190479897,0.08696713342447444,7065071.90479897,200.0,8
LSTM,0.027098314496685007,0.05122457347969041,2709831.449668501,150.0,8
Naive,1.5,1.6583123951777,50000032.29166667,148.33333333333334,9
MA(4),1.5,1.6583123951777,50000032.29166667,148.33333333333334,9
"ARIMA(1,1,1)",1.5039250397420447,1.8281390317529267,29637363.722352695,165.98711646111218,9
"SARIMA(1,1,1)(1,0,1,52)",1.4815494610887663,1.8056352620756289,29220254.668043323,164.17332240706938,9
Prophet,1.4407603795374484,1.770242270714196,29763817.923717998,159.78676578031593,9
XGBoost-lag8,1.340486515313387,1.7067101352125615,20526616.805386417,160.18996483264152,9
LSTM,1.2728766331436812,1.860482174436129,18303936.81625071,134.41421742965517,9
Naive,0.125,0.3535533905932738,12.5,25.0,10
MA(4),0.125,0.3535533905932738,12.5,25.0,10
"ARIMA(1,1,1)",0.17753588055836417,0.3350448077737673,6137410.727849566,196.6982085590651,10
"SARIMA(1,1,1)(1,0,1,52)",0.173614325318054,0.3355825056787937,5693922.865772938,196.87800488088797,10
Prophet,0.5970516737155265,0.6014126856079663,53647234.35758026,182.99535369317752,10
XGBoost-lag8,0.22302981093525887,0.33076814110092706,11436822.141950019,194.2201435803804,10
LSTM,0.3938682813759348,0.45151250597035775,30647727.9155026,188.43577811994962,10
Naive,1.375,1.620185174601965,12500044.791666668,90.0,11
MA(4),1.125,1.3228756555322954,18750035.9375,68.74458874458874,11
"ARIMA(1,1,1)",1.2953902560293402,1.5140978097986502,14460139.849043803,82.72052716518488,11
"SARIMA(1,1,1)(1,0,1,52)",1.3074588006634733,1.5303615601560043,13895961.235918028,83.99128763842944,11
Prophet,1.349414193934377,1.5764170262722965,6558085.1423018165,95.16071877976094,11
XGBoost-lag8,1.239949744194746,1.6237546157639746,11823745.571392432,90.14171575257188,11
LSTM,0.9575464520002067,1.4603719946723595,617955.1255450333,68.61610498317575,11
Naive,1.5,1.5811388300841898,100000050.0,133.33333333333331,12
MA(4),0.75,0.9013878188659973,62500012.5,111.11111111111111,12
"ARIMA(1,1,1)",0.4804103317609724,0.4824114307474611,23430028.047121294,132.84532809298238,12
"SARIMA(1,1,1)(1,0,1,52)",0.5209743809258286,0.5253954342239289,24338914.592269655,138.51496885865623,12
Prophet,0.404167472591238,0.5124005170973257,5529083.50733901,155.86445512000253,12
XGBoost-lag8,0.5686666239053011,0.6344038250753824,22460160.165780596,152.7309202898782,12
LSTM,0.36208219541067166,0.40797380296834945,16514691.981174879,122.84842120531421,12
Naive,0.375,0.7905694150420949,25.0,50.0,13
MA(4),0.375,0.7905694150420949,25.0,50.0,13
"ARIMA(1,1,1)",0.44604079468792956,0.7330130143429461,10717588.38635699,190.3055559540167,13
"SARIMA(1,1,1)(1,0,1,52)",0.44980814851694007,0.7304126611942734,11282419.194086926,189.88154321754683,13
Prophet,0.45193381100175034,0.7511052491881881,11902685.807916306,187.6545745301853,13
XGBoost-lag8,0.4474066854454577,0.7424470721089231,10518977.047423646,190.9974282715193,13
LSTM,0.4368018015154491,0.7124226226789854,10401253.975114848,166.69213751869407,13
Naive,0.875,1.3693063937629153,50.0,100.0,14
MA(4),0.875,1.224744871391589,12500041.145833332,170.59829059829062,14
"ARIMA(1,1,1)",0.8655477823753069,1.1432907103500858,19986650.904276397,155.81070414772185,14
"SARIMA(1,1,1)(1,0,1,52)",0.8563324658939907,1.2224269257594655,15081258.014474152,160.7610569582723,14
Prophet,1.0982437811942511,1.4424759090755523,15280508.9671805,198.08184832890515,14
XGBoost-lag8,0.8330791760236025,1.1603603440645243,11129006.195244815,170.39854256773623,14
LSTM,0.9666544672319745,1.2720922847026201,18961389.10556362,178.93463557933435,14
Naive,1.5,1.8027756377319946,25000039.583333332,109.16666666666666,15
MA(4),1.875,2.3048861143232218,6250066.145833333,169.16038210155858,15
"ARIMA(1,1,1)",1.9262563669668205,2.38264679823149,3729109.623512445,180.8625988006658,15
"SARIMA(1,1,1)(1,0,1,52)",1.9903387356025424,2.4938942073322736,4480074.410753776,179.56295744847455,15
Prophet,1.8877916552612217,2.3263115956779306,2348395.869398834,179.91715026970172,15
XGBoost-lag8,1.9077653409913182,2.3783938490896195,2459676.7645224077,180.99306930115011,15
LSTM,1.8026453189853764,2.2552274931711986,8548.74699648699,155.59240023671217,15
Naive,0.375,0.6123724356957945,37.5,75.0,16
MA(4),0.375,0.6123724356957945,37.5,75.0,16
"ARIMA(1,1,1)",0.4080177042835081,0.5386131889146789,8479514.876161376,181.80321462421438,16
"SARIMA(1,1,1)(1,0,1,52)",0.4141123556448506,0.5353246227547477,9463771.425191095,180.65463433707504,16
Prophet,0.6117821625300516,0.7601732647461601,18593539.140786573,194.38415680154742,16
XGBoost-lag8,0.42936932668089867,0.4813070476125118,16380919.62256506,166.23401527463864,16
LSTM,0.475721329236001,0.6387290558075176,12906863.812130585,165.16170798651711,16
Naive,1.5,1.6583123951777,125000025.0,141.66666666666666,17
MA(4),1.3125,1.4361406616345072,109375020.3125,140.30303030303028,17
"ARIMA(1,1,1)",0.6775459529366772,0.7374219292407929,42056772.78019409,148.4400497908467,17
"SARIMA(1,1,1)(1,0,1,52)",0.7375101574623778,0.7967445081506255,45149291.549400225,152.6407018437316,17
Prophet,0.6165930633415583,0.716917647381934,26882629.951891802,163.38665461509248,17
XGBoost-lag8,0.530570224073017,0.8206434023074333,16542180.95011798,166.3685091238436,17
LSTM,1.12312353026274,1.4333482442021888,78998653.92114316,153.74157493362162,17
Naive,0.375,0.7905694150420949,25.0,50.0,18
MA(4),0.75,0.7905694150420949,56250010.9375,164.93506493506493,18
"ARIMA(1,1,1)",0.5496156299053402,0.695905383596257,26239874.63230375,179.53872254146958,18
"SARIMA(1,1,1)(1,0,1,52)",0.5094545703253548,0.7106813949279158,19685552.138218574,184.4650201279254,18
Prophet,0.674740750227129,0.7205603434979077,49602201.0983642,164.17524402867116,18
XGBoost-lag8,0.4621848212555051,0.6907882181128644,15265534.214156121,184.38910606211297,18
LSTM,1.168955053461854,1.6282570808215469,85046424.39949463,188.6618533510142,18
Naive,0.5,0.8660254037844386,37.5,75.0,19
MA(4),0.5,0.8660254037844386,37.5,75.0,19
"ARIMA(1,1,1)",0.5452614475184341,0.7754399194264916,11340757.469593171,180.453619861368,19
"SARIMA(1,1,1)(1,0,1,52)",0.5458139836725651,0.7846867025998091,10643665.969594054,182.38488393168944,19
Prophet,0.5789743067609652,0.9210301091921305,5582389.265817906,198.83127338000938,19
XGBoost-lag8,0.5568396598100662,0.7578478155915738,14209945.34755908,176.37200540010883,19
LSTM,0.5727871109071759,0.7864004353850765,15252478.993019067,180.25109914330798,19
