model,MAE,RMSE,MAPE,sMAPE,topic_id
Naive,12.875,15.309310892394864,41.0440233785822,54.753852298495154,0
MA(4),15.625,17.684739183827393,51.8526190925088,72.56608532141297,0
"ARIMA(1,1,1)",14.814909861405006,16.953564729021547,48.72654307624688,67.08460534310818,0
"SARIMA(1,1,1)(1,0,1,52)",13.984418158375497,16.22459918413031,45.491906894396585,61.67751319947137,0
Prophet,24.815696487708152,26.124871762294777,88.11473871133806,157.90880343217316,0
XGBoost-lag8,14.858026802539825,17.109116636080664,48.693322030757166,68.75572848006495,0
LSTM,13.591267311920822,15.910929582586261,43.868138167035234,59.16275120195769,0
Naive,1.75,2.5,25000038.541666664,70.0,1
MA(4),2.0,2.7386127875258306,18750044.53125,85.30872636135794,1
"ARIMA(1,1,1)",1.8951511908219274,2.6293879386675716,21428925.430903666,78.53224771034462,1
"SARIMA(1,1,1)(1,0,1,52)",1.8801820144979873,2.618457375903875,21732650.13519627,77.60378035095428,1
Prophet,2.370446816509841,3.20852327991535,3495850.188257085,120.3210511160408,1
XGBoost-lag8,2.7356805335730314,3.259146085559915,69745822.28276803,116.6204334845458,1
LSTM,2.0316695591910365,2.450303312604911,1192776.1227520627,128.85378322788245,1
Naive,2.0,2.23606797749979,25000049.166666668,83.21428571428571,2
MA(4),2.6875,3.112474899497183,9375063.75,130.7046602012277,2
"ARIMA(1,1,1)",3.1004462536575357,3.5676703322702177,2269782.3467492517,178.0289334489527,2
"SARIMA(1,1,1)(1,0,1,52)",3.1096344381826295,3.579282342307776,2260619.8206700627,178.78028764788309,2
Prophet,3.0523858623529896,3.58036458647619,658631.0621416747,169.65626960497414,2
XGBoost-lag8,3.0599066568538547,3.645181585042618,510840.49788239255,165.72670942067643,2
LSTM,3.114657425568697,3.6516478900818536,81.3628519530157,144.72703841439971,2
Naive,3.75,4.716990566028302,100.0,200.0,3
MA(4),2.5,3.2307119958300214,78.63839285714286,74.63733853997545,3
"ARIMA(1,1,1)",2.6026494057473863,3.566803748595812,62.2654140874807,77.15911752457059,3
"SARIMA(1,1,1)(1,0,1,52)",2.601890924317973,3.544645446774861,64.07531291370032,77.37487200937406,3
Prophet,3.3668163666523165,4.402993162756998,80.02563898189518,139.0024227950848,3
XGBoost-lag8,2.296698823571205,2.7355515955295266,95.82101414482744,67.17698181145941,3
LSTM,2.78970915310164,3.8441192722570197,58.669003772605755,89.23682269994684,3
Naive,20.75,23.590252224170897,62.6249556019016,96.91133010929329,4
MA(4),16.5625,19.13602623325961,51.44784636967754,68.87440783566484,4
"ARIMA(1,1,1)",18.3943504390067,21.19466341262321,55.24196629983533,79.99245764096935,4
"SARIMA(1,1,1)(1,0,1,52)",18.428596361941736,21.242675541716544,55.3053822182835,80.1964069174574,4
Prophet,23.84158062987592,26.276246311960584,75.66202235669441,125.0741822109898,4
XGBoost-lag8,17.036107182502747,19.439795078806963,54.018772406064244,72.0206807271626,4
LSTM,17.269848720625205,19.736825886839664,54.65029829766897,73.19345760569296,4
Naive,5.25,6.123724356957945,125000191.91017313,84.57951362363127,5
MA(4),3.6875,4.337337893224368,84375118.24472402,75.75426910631924,5
"ARIMA(1,1,1)",3.770242115109768,4.436575810588879,86716070.01110384,76.1794379329676,5
"SARIMA(1,1,1)(1,0,1,52)",3.8516441105444974,4.438379550825472,85522244.10948177,77.11137436548363,5
